disk_type,pool_type,cache_size,iops_min,iops_max,iops_avg,iops_std,iops_samples,bw_min,bw_max,bw_perc,bw_avg,bw_std,bw_samples,clat_min,clat_max,clat_avg,clat_std,iodepth,bs,iops_limit,workload,request_type,iops,bw,bw_mb,total_bw,total_time,clat_1th,clat_50th,clat_90th,clat_99th
lsvd,hdd,20gb,29292,63570,51029.88,4025.87,119,15528,260400,100.00,193083.00,56731.35,56,97,995479,2278.47,15346.01,128,4ki,60000,randwrite,write,44.0k,172MiB/s,180MB/s,5268MiB,30645msec,1221,2245,2802,1166017
lsvd,hdd,20gb,29292,63570,51029.88,4025.87,119,15528,260400,100.00,193083.00,56731.35,56,97,995479,2278.47,15346.01,128,4ki,70000,randwrite,write,44.0k,172MiB/s,180MB/s,5163MiB,30016msec,1401,2212,2802,1283458
lsvd,hdd,20gb,29292,63570,51029.88,4025.87,119,15528,260400,100.00,193083.00,56731.35,56,97,995479,2278.47,15346.01,128,4ki,80000,randwrite,write,46.6k,182MiB/s,191MB/s,5462MiB,30001msec,1106,2180,2769,1115685
lsvd,hdd,20gb,29292,63570,51029.88,4025.87,119,15528,260400,100.00,193083.00,56731.35,56,97,995479,2278.47,15346.01,128,4ki,90000,randwrite,write,42.5k,166MiB/s,174MB/s,4989MiB,30025msec,1369,2311,2868,1166017
lsvd,hdd,20gb,29292,63570,51029.88,4025.87,119,15616,240200,100.00,192117.38,49613.35,55,97,995479,2278.47,15346.01,128,4ki,100000,randwrite,write,44.9k,175MiB/s,184MB/s,5257MiB,30001msec,1287,2212,2769,1199571
lsvd,hdd,20gb,29292,63570,51029.88,4025.87,119,34520,45536,100.00,40021.69,1219.92,59,34,193091,225.44,1457.51,128,4ki,10000,write,write,9999,39.1MiB/s,41.0MB/s,1172MiB,30001msec,104,131,239,52691
lsvd,hdd,20gb,29292,63570,51029.88,4025.87,119,23216,136888,100.00,80047.46,19485.67,59,63,470832,503.08,3104.58,128,4ki,20000,write,write,20.0k,78.1MiB/s,81.9MB/s,2344MiB,30001msec,115,182,1827,46400
lsvd,hdd,20gb,29292,63570,51029.88,4025.87,119,23216,136888,100.00,80047.46,19485.67,59,90,605088,845.07,4942.08,128,4ki,30000,write,write,30.0k,117MiB/s,123MB/s,3516MiB,30001msec,137,314,2180,64226
lsvd,hdd,20gb,29292,63570,51029.88,4025.87,119,23216,136888,100.00,80047.46,19485.67,59,92,799038,1165.53,7452.65,128,4ki,40000,write,write,40.0k,156MiB/s,164MB/s,4687MiB,30001msec,149,490,2343,599786
lsvd,hdd,20gb,29292,63570,51029.88,4025.87,119,23216,136888,100.00,80047.46,19485.67,59,92,799038,1165.53,7452.65,128,4ki,50000,write,write,44.3k,173MiB/s,181MB/s,5189MiB,30001msec,388,2212,2671,1149240
lsvd,hdd,20gb,10092,68300,52004.33,12036.62,54,40368,273200,100.00,208017.48,48146.49,54,92,799038,1165.53,7452.65,128,4ki,60000,write,write,45.0k,176MiB/s,184MB/s,5485MiB,31182msec,1057,2024,2573,1249903
lsvd,hdd,20gb,10092,68300,52004.33,12036.62,54,40368,273200,100.00,208017.48,48146.49,54,92,799038,1165.53,7452.65,128,4ki,70000,write,write,45.3k,177MiB/s,185MB/s,5412MiB,30595msec,1237,2212,2671,960496
lsvd,hdd,20gb,10092,68300,52004.33,12036.62,54,12688,259776,100.00,193244.59,57637.66,54,92,799038,1165.53,7452.65,128,4ki,80000,write,write,44.4k,174MiB/s,182MB/s,5207MiB,30001msec,1385,2212,2638,1233126
lsvd,hdd,20gb,10092,68300,52004.33,12036.62,54,11768,275008,100.00,209096.04,52172.72,55,92,799038,1165.53,7452.65,128,4ki,90000,write,write,48.8k,191MiB/s,200MB/s,5717MiB,30001msec,1287,2073,2507,1052771
lsvd,hdd,20gb,10092,68300,52004.33,12036.62,54,10280,274048,100.00,202036.71,52961.41,56,92,799038,1165.53,7452.65,128,4ki,100000,write,write,47.9k,187MiB/s,196MB/s,5613MiB,30001msec,1352,2073,2606,1149240
lsvd,hdd,20gb,10092,68300,52004.33,12036.62,54,23664,29312,99.98,26529.36,1020.91,59,92,799038,1165.53,7452.65,1,4ki,100000,randwrite,write,6633,25.9MiB/s,27.2MB/s,777MiB,30001msec,104,123,145,1762
lsvd,hdd,20gb,10092,68300,52004.33,12036.62,54,23664,29312,99.98,26529.36,1020.91,59,100,934238,427.33,6885.96,16,4ki,100000,randwrite,write,36.5k,143MiB/s,150MB/s,4282MiB,30001msec,174,351,478,48497
lsvd,hdd,20gb,10092,68300,52004.33,12036.62,54,20208,245560,100.00,184843.11,62629.64,54,100,934238,427.33,6885.96,32,4ki,100000,randwrite,write,42.4k,166MiB/s,174MB/s,4976MiB,30019msec,318,545,734,994051
lsvd,hdd,20gb,10092,68300,52004.33,12036.62,54,20208,245560,100.00,184843.11,62629.64,54,100,934238,427.33,6885.96,64,4ki,100000,randwrite,write,46.4k,181MiB/s,190MB/s,5442MiB,30012msec,519,1057,1385,1082131
lsvd,hdd,20gb,10092,68300,52004.33,12036.62,54,20208,245560,100.00,184843.11,62629.64,54,377,955888,2225.59,17145.09,80,4ki,100000,randwrite,write,46.1k,180MiB/s,189MB/s,5399MiB,30002msec,586,1680,2507,952108
lsvd,hdd,20gb,10092,68300,52004.33,12036.62,54,30392,260096,100.00,205349.93,47874.06,54,377,955888,2225.59,17145.09,96,4ki,100000,randwrite,write,47.0k,184MiB/s,193MB/s,5517MiB,30016msec,750,1778,2606,1098908
lsvd,hdd,20gb,10092,68300,52004.33,12036.62,54,30392,260096,100.00,205349.93,47874.06,54,377,955888,2225.59,17145.09,112,4ki,100000,randwrite,write,47.0k,183MiB/s,192MB/s,5514MiB,30053msec,873,1893,2540,1216349
lsvd,hdd,20gb,10092,68300,52004.33,12036.62,54,30392,260096,100.00,205349.93,47874.06,54,377,955888,2225.59,17145.09,128,4ki,100000,randwrite,write,44.7k,175MiB/s,183MB/s,5237MiB,30001msec,1090,2212,2835,1035994
lsvd,hdd,20gb,10092,68300,52004.33,12036.62,54,30392,260096,100.00,205349.93,47874.06,54,377,955888,2225.59,17145.09,160,4ki,100000,randwrite,write,47.7k,186MiB/s,196MB/s,5594MiB,30001msec,3,4,5,1150
lsvd,hdd,20gb,10092,68300,52004.33,12036.62,54,30392,260096,100.00,205349.93,47874.06,54,377,955888,2225.59,17145.09,192,4ki,100000,randwrite,write,46.6k,182MiB/s,191MB/s,5571MiB,30599msec,3,4,5,1083
lsvd,hdd,20gb,10092,68300,52004.33,12036.62,54,39424,263936,100.00,200196.65,52477.28,55,377,955888,2225.59,17145.09,224,4ki,100000,randwrite,write,45.3k,177MiB/s,186MB/s,5377MiB,30388msec,3,4,6,1150
lsvd,hdd,20gb,10092,68300,52004.33,12036.62,54,20600,260296,100.00,204503.86,48866.50,57,377,955888,2225.59,17145.09,256,4ki,100000,randwrite,write,46.1k,180MiB/s,189MB/s,5693MiB,31607msec,4,5,6,1754
lsvd,hdd,20gb,10092,68300,52004.33,12036.62,54,20600,260296,100.00,204503.86,48866.50,57,377,955888,2225.59,17145.09,320,4ki,100000,randwrite,write,45.9k,179MiB/s,188MB/s,5374MiB,30001msec,5,7,9,1418
lsvd,hdd,20gb,10092,68300,52004.33,12036.62,54,34816,260096,100.00,214091.85,39748.47,54,377,955888,2225.59,17145.09,384,4ki,100000,randwrite,write,49.1k,192MiB/s,201MB/s,5755MiB,30002msec,6,8,9,1502
lsvd,hdd,20gb,18048,64000,50992.00,11374.40,56,72192,256000,100.00,203967.71,45497.61,56,377,955888,2225.59,17145.09,448,4ki,100000,randwrite,write,47.3k,185MiB/s,194MB/s,5579MiB,30206msec,7,8,10,1070
lsvd,hdd,20gb,18048,64000,50992.00,11374.40,56,72192,256000,100.00,203967.71,45497.61,56,377,955888,2225.59,17145.09,512,4ki,100000,randwrite,write,44.4k,174MiB/s,182MB/s,5206MiB,30001msec,8,10,12,1284
lsvd,hdd,20gb,18048,64000,50992.00,11374.40,56,24848,31056,100.00,28067.66,1187.43,59,377,955888,2225.59,17145.09,1,4ki,100000,write,write,7011,27.4MiB/s,28.7MB/s,822MiB,30001msec,97,118,139,725
lsvd,hdd,20gb,18048,64000,50992.00,11374.40,56,24848,31056,100.00,28067.66,1187.43,59,377,955888,2225.59,17145.09,16,4ki,100000,write,write,37.9k,148MiB/s,155MB/s,4446MiB,30001msec,163,347,469,35914
lsvd,hdd,20gb,18048,64000,50992.00,11374.40,56,24848,31056,100.00,28067.66,1187.43,59,377,955888,2225.59,17145.09,32,4ki,100000,write,write,45.8k,179MiB/s,187MB/s,5362MiB,30001msec,302,529,709,549454
lsvd,hdd,20gb,13962,65212,52378.25,10167.76,55,55848,260848,100.00,209512.87,40670.96,55,377,955888,2225.59,17145.09,64,4ki,100000,write,write,48.9k,191MiB/s,200MB/s,5729MiB,30001msec,498,979,1287,1010828
lsvd,hdd,20gb,13962,65212,52378.25,10167.76,55,55848,260848,100.00,209512.87,40670.96,55,312,888603,2133.06,13269.19,80,4ki,100000,write,write,47.8k,187MiB/s,196MB/s,5598MiB,30002msec,603,1778,2606,868221
lsvd,hdd,20gb,13962,65212,52378.25,10167.76,55,55848,260848,100.00,209512.87,40670.96,55,312,888603,2133.06,13269.19,96,4ki,100000,write,write,47.1k,184MiB/s,193MB/s,5516MiB,30001msec,734,1827,2606,1115685
lsvd,hdd,20gb,13962,65212,52378.25,10167.76,55,55848,260848,100.00,209512.87,40670.96,55,312,888603,2133.06,13269.19,112,4ki,100000,write,write,47.4k,185MiB/s,194MB/s,5553MiB,30002msec,840,2008,2671,1182794
lsvd,hdd,20gb,19024,67614,51444.04,10145.50,55,76096,270456,100.00,205776.15,40582.01,55,312,888603,2133.06,13269.19,128,4ki,100000,write,write,48.1k,188MiB/s,197MB/s,5634MiB,30001msec,1057,2180,2638,952108
lsvd,hdd,20gb,19024,67614,51444.04,10145.50,55,76096,270456,100.00,205776.15,40582.01,55,312,888603,2133.06,13269.19,160,4ki,100000,write,write,47.3k,185MiB/s,194MB/s,5543MiB,30001msec,3,4,5,1028
lsvd,hdd,20gb,19024,67614,51444.04,10145.50,55,76096,270456,100.00,205776.15,40582.01,55,312,888603,2133.06,13269.19,192,4ki,100000,write,write,47.7k,186MiB/s,195MB/s,5593MiB,30001msec,3,4,5,1267
lsvd,hdd,20gb,16064,67456,50267.43,10884.42,56,64256,269824,100.00,201069.71,43537.97,56,312,888603,2133.06,13269.19,224,4ki,100000,write,write,45.5k,178MiB/s,186MB/s,5499MiB,30951msec,4,5,5,1250
lsvd,hdd,20gb,16064,67456,50267.43,10884.42,56,16680,256256,100.00,205190.96,43067.63,54,312,888603,2133.06,13269.19,256,4ki,100000,write,write,47.0k,184MiB/s,193MB/s,5509MiB,30001msec,4,5,6,1334
lsvd,hdd,20gb,16064,67456,50267.43,10884.42,56,26112,251904,100.00,208753.78,42243.84,54,312,888603,2133.06,13269.19,320,4ki,100000,write,write,47.1k,184MiB/s,193MB/s,5518MiB,30007msec,5,7,9,1217
lsvd,hdd,20gb,16064,67456,50267.43,10884.42,56,39936,275456,100.00,211124.71,42353.37,51,312,888603,2133.06,13269.19,384,4ki,100000,write,write,45.7k,179MiB/s,187MB/s,5361MiB,30001msec,6,8,9,1318
lsvd,hdd,20gb,16064,67456,50267.43,10884.42,56,39936,275456,100.00,211124.71,42353.37,51,312,888603,2133.06,13269.19,448,4ki,100000,write,write,45.0k,176MiB/s,184MB/s,5277MiB,30002msec,7,9,10,1502
lsvd,hdd,20gb,16064,67456,50267.43,10884.42,56,34624,276952,100.00,203237.13,50370.74,53,312,888603,2133.06,13269.19,512,4ki,100000,write,write,45.7k,179MiB/s,187MB/s,5361MiB,30001msec,7,9,11,1284
lsvd,hdd,20gb,16064,67456,50267.43,10884.42,56,22720,229000,100.00,195458.29,39755.64,56,312,888603,2133.06,13269.19,256,4ki,100000,randwrite,write,46.5k,182MiB/s,190MB/s,5450MiB,30001msec,4,5,6,1116
lsvd,hdd,20gb,16064,67456,50267.43,10884.42,56,22720,229000,100.00,195458.29,39755.64,56,312,888603,2133.06,13269.19,256,8ki,100000,randwrite,write,26.2k,205MiB/s,215MB/s,6150MiB,30003msec,5,6,8,1955
lsvd,hdd,20gb,16064,67456,50267.43,10884.42,56,102016,380480,100.00,263349.33,64728.50,54,312,888603,2133.06,13269.19,256,16ki,100000,randwrite,write,15.1k,236MiB/s,247MB/s,7075MiB,30007msec,9,11,22,1603
lsvd,hdd,20gb,16064,67456,50267.43,10884.42,56,34240,423296,100.00,237136.00,69201.25,56,312,888603,2133.06,13269.19,256,32ki,100000,randwrite,write,6907,216MiB/s,226MB/s,6492MiB,30075msec,17,21,70,1754
lsvd,hdd,20gb,16064,67456,50267.43,10884.42,56,178688,406016,100.00,253741.89,48706.49,53,312,888603,2133.06,13269.19,256,64ki,100000,randwrite,write,3576,224MiB/s,234MB/s,6709MiB,30019msec,33,46,120,1787
lsvd,hdd,20gb,16652,69240,53450.93,10588.05,56,66608,276960,100.00,213803.57,42352.20,56,312,888603,2133.06,13269.19,256,4ki,100000,write,write,50.8k,198MiB/s,208MB/s,5955MiB,30002msec,4,4,5,1028
lsvd,hdd,20gb,16652,69240,53450.93,10588.05,56,67024,399104,100.00,244431.06,64006.70,51,312,888603,2133.06,13269.19,256,8ki,100000,write,write,26.5k,207MiB/s,217MB/s,6200MiB,30001msec,5,6,8,2123
lsvd,hdd,20gb,16652,69240,53450.93,10588.05,56,30560,424384,100.00,280532.57,64535.65,56,312,888603,2133.06,13269.19,256,16ki,100000,write,write,16.6k,260MiB/s,272MB/s,7791MiB,30017msec,9,11,24,1519
lsvd,hdd,20gb,16652,69240,53450.93,10588.05,56,30560,424384,100.00,280532.57,64535.65,56,312,888603,2133.06,13269.19,256,32ki,100000,write,write,6900,216MiB/s,226MB/s,6471MiB,30010msec,17,21,67,1737
lsvd,hdd,20gb,16652,69240,53450.93,10588.05,56,98560,490624,100.00,252627.78,73915.15,55,312,888603,2133.06,13269.19,256,64ki,100000,write,write,3616,226MiB/s,237MB/s,6800MiB,30085msec,32,43,124,2056
rbd,ssd,none,49606,68242,60405.65,3158.72,119,198424,272968,100.00,241622.66,12634.73,119,547,21201,2104.29,983.18,128,4ki,,randread,read,60.4k,236MiB/s,247MB/s,13.8GiB,60003msec,889,1876,3392,13960
rbd,ssd,none,49606,68242,60405.65,3158.72,119,12576,18184,100.00,14650.00,947.49,120,514,82449,34682.91,10291.32,128,4ki,,read,read,3662,14.3MiB/s,15.0MB/s,859MiB,60041msec,2409,38536,42206,76022
rbd,ssd,none,49606,68242,60405.65,3158.72,119,39872,40176,100.00,40020.75,49.98,59,517,11332,1159.75,226.50,128,4ki,10000,randread,read,9999,39.1MiB/s,41.0MB/s,1172MiB,30002msec,816,1139,1369,9110
rbd,ssd,none,19942,20100,20007.76,27.21,59,79768,80400,100.00,80031.05,108.84,59,393,21143,1094.85,302.25,128,4ki,20000,randread,read,20.0k,78.1MiB/s,81.9MB/s,2344MiB,30001msec,685,1057,1385,9372
rbd,ssd,none,27982,31972,30013.59,373.61,59,111928,127888,100.00,120054.37,1494.46,59,406,21890,1282.84,680.55,128,4ki,30000,randread,read,30.0k,117MiB/s,123MB/s,3516MiB,30002msec,709,1156,1696,15926
rbd,ssd,none,39642,40440,40018.10,143.75,59,158568,161760,100.00,160072.41,574.99,59,475,23679,1773.71,1148.97,128,4ki,40000,randread,read,40.0k,156MiB/s,164MB/s,4687MiB,30003msec,873,1516,2507,17957
rbd,ssd,none,44894,57352,50034.64,1379.09,59,179576,229408,100.00,200138.71,5516.51,59,563,20872,2007.43,1021.17,128,4ki,50000,randread,read,50.0k,195MiB/s,205MB/s,5859MiB,30003msec,873,1778,3064,16581
rbd,ssd,none,48670,67506,59406.92,4138.09,59,194680,270024,100.00,237627.66,16552.28,59,398,20633,2137.30,1079.76,128,4ki,60000,randread,read,59.3k,232MiB/s,243MB/s,6954MiB,30004msec,906,1876,3359,15401
rbd,ssd,none,50628,72726,61093.83,5357.35,59,202512,290904,100.00,244375.19,21429.36,59,451,52707,2079.67,1274.67,128,4ki,70000,randread,read,61.1k,239MiB/s,250MB/s,7158MiB,30003msec,881,1663,3654,29230
rbd,ssd,none,53612,70022,62862.20,3047.27,59,214448,280088,100.00,251448.81,12189.16,59,507,20655,2021.08,897.34,128,4ki,80000,randread,read,62.8k,246MiB/s,257MB/s,7366MiB,30003msec,979,1778,3130,13960
rbd,ssd,none,54496,75148,62964.51,3990.89,59,217984,300592,99.87,251857.78,15963.38,59,503,24194,2014.82,929.63,128,4ki,90000,randread,read,63.0k,246MiB/s,258MB/s,7389MiB,30003msec,971,1762,3130,16712
rbd,ssd,none,58596,76184,67300.78,3892.21,59,234384,304728,100.00,269202.98,15568.84,59,468,21546,1892.48,850.33,128,4ki,100000,randread,read,67.1k,262MiB/s,275MB/s,7866MiB,30003msec,938,1647,2966,13435
rbd,ssd,none,58596,76184,67300.78,3892.21,59,13400,16032,100.00,14675.87,562.96,60,682,79193,34595.19,10046.48,128,4ki,10000,read,read,3668,14.3MiB/s,15.0MB/s,430MiB,30040msec,2409,38536,41681,76022
rbd,ssd,none,58596,76184,67300.78,3892.21,59,12912,32952,100.00,18487.60,5824.71,60,478,77998,27475.86,14070.10,128,4ki,20000,read,read,4620,18.0MiB/s,18.9MB/s,542MiB,30039msec,1663,36439,41157,73925
rbd,ssd,none,58596,76184,67300.78,3892.21,59,13048,33624,100.00,19276.67,4690.43,60,457,74109,26365.70,14512.17,128,4ki,30000,read,read,4817,18.8MiB/s,19.7MB/s,565MiB,30038msec,1401,36439,40633,69731
rbd,ssd,none,58596,76184,67300.78,3892.21,59,12920,37120,100.00,19720.27,5543.88,60,421,78947,25770.09,14973.59,128,4ki,40000,read,read,4927,19.2MiB/s,20.2MB/s,578MiB,30041msec,1188,34866,41157,74974
rbd,ssd,none,58596,76184,67300.78,3892.21,59,13320,32952,100.00,19867.47,5000.21,60,447,73109,25576.96,14632.85,128,4ki,50000,read,read,4964,19.4MiB/s,20.3MB/s,583MiB,30037msec,1336,33817,40633,68682
rbd,ssd,none,58596,76184,67300.78,3892.21,59,12448,37536,100.00,19806.13,5333.51,60,435,56837,25664.78,14911.03,128,4ki,60000,read,read,4949,19.3MiB/s,20.3MB/s,581MiB,30041msec,1221,33817,41157,55837
rbd,ssd,none,58596,76184,67300.78,3892.21,59,12520,32704,100.00,19836.67,5217.18,60,444,74860,25620.57,14871.90,128,4ki,70000,read,read,4957,19.4MiB/s,20.3MB/s,582MiB,30038msec,1270,34341,40633,70779
rbd,ssd,none,58596,76184,67300.78,3892.21,59,11992,34040,100.00,20013.60,5258.54,60,394,81639,25399.38,14581.91,128,4ki,80000,read,read,5000,19.5MiB/s,20.5MB/s,587MiB,30041msec,1254,31327,40633,77071
rbd,ssd,none,58596,76184,67300.78,3892.21,59,12416,37176,100.00,19714.53,5548.20,60,398,80186,25784.47,14898.15,128,4ki,90000,read,read,4925,19.2MiB/s,20.2MB/s,578MiB,30044msec,1172,35914,40633,76022
rbd,ssd,none,58596,76184,67300.78,3892.21,59,12416,37176,100.00,19714.53,5548.20,60,441,221184,28547.63,25163.44,128,4ki,100000,read,read,4449,17.4MiB/s,18.2MB/s,525MiB,30182msec,1172,28705,50070,219153
rbd,ssd,none,58596,76184,67300.78,3892.21,59,12416,37176,100.00,19714.53,5548.20,60,916,10479,1617.58,402.28,1,4ki,100000,randread,read,601,2406KiB/s,2464kB/s,70.5MiB,30001msec,1156,1582,1844,10290
rbd,ssd,none,16812,23464,17827.56,1002.89,59,67248,93856,100.00,71310.24,4011.54,59,325,10844,886.49,221.18,16,4ki,100000,randread,read,17.8k,69.6MiB/s,72.9MB/s,2087MiB,30001msec,529,865,1123,8717
rbd,ssd,none,29400,33056,31544.00,823.81,59,117600,132224,100.00,126176.00,3295.06,59,393,11745,1002.17,257.35,32,4ki,100000,randread,read,31.5k,123MiB/s,129MB/s,3695MiB,30002msec,676,963,1254,9241
rbd,ssd,none,38512,53620,47259.66,2843.42,59,154048,214480,100.00,189038.37,11373.69,59,428,48274,1342.11,601.59,64,4ki,100000,randread,read,47.2k,185MiB/s,193MB/s,5536MiB,30002msec,758,1237,1778,16581
rbd,ssd,none,46108,59822,54307.86,2490.75,59,184432,239288,100.00,217231.46,9963.10,59,504,25254,1833.37,756.17,80,4ki,100000,randread,read,54.3k,212MiB/s,222MB/s,6359MiB,30002msec,906,1729,2638,15533
rbd,ssd,none,45642,63032,55317.63,3370.83,59,182576,252128,100.00,221270.51,13482.99,59,423,13356,1974.72,929.44,96,4ki,100000,randread,read,55.3k,216MiB/s,227MB/s,6483MiB,30002msec,865,1713,3195,10814
rbd,ssd,none,44124,72834,55442.44,5471.05,59,176496,291336,100.00,221769.63,21884.12,59,392,49636,2145.63,1359.25,112,4ki,100000,randread,read,55.3k,216MiB/s,227MB/s,6486MiB,30003msec,832,1631,3851,21627
rbd,ssd,none,44388,67722,60109.49,6064.72,59,177552,270888,100.00,240437.97,24258.84,59,512,22602,2119.74,1208.88,128,4ki,100000,randread,read,59.9k,234MiB/s,245MB/s,7023MiB,30003msec,889,1778,3589,15270
rbd,ssd,none,44910,68736,59744.51,5079.75,59,179648,274944,99.82,238978.03,20318.44,59,1110,37570,3480.17,1335.40,160,4ki,100000,randread,read,59.9k,234MiB/s,245MB/s,7015MiB,30002msec,1745,3163,5211,20317
rbd,ssd,none,48512,70656,59841.05,5556.09,59,194048,282624,100.00,239363.80,22223.88,59,1426,26334,3744.40,1231.08,192,4ki,100000,randread,read,59.8k,234MiB/s,245MB/s,7007MiB,30002msec,2212,3458,5145,17957
rbd,ssd,none,44608,70016,60714.31,5244.08,59,178432,280064,99.90,242857.22,20976.31,59,801,24473,3943.19,1165.65,224,4ki,100000,randread,read,60.8k,237MiB/s,249MB/s,7123MiB,30002msec,2606,3654,5276,19006
rbd,ssd,none,44782,69364,59194.34,5492.56,59,179128,277456,100.00,236777.36,21970.26,59,1386,23987,4312.51,1229.00,256,4ki,100000,randread,read,59.1k,231MiB/s,242MB/s,6930MiB,30003msec,2900,3949,5932,18220
rbd,ssd,none,45696,67584,58159.69,3671.51,59,182784,270336,100.00,232638.78,14686.12,59,2404,34250,7177.86,1668.17,320,4ki,100000,randread,read,58.1k,227MiB/s,238MB/s,6812MiB,30003msec,4490,6980,9241,24511
rbd,ssd,none,50176,68864,60068.88,5409.06,59,200704,275456,100.00,240275.53,21636.23,59,2633,28062,7469.59,1646.29,384,4ki,100000,randread,read,60.0k,234MiB/s,246MB/s,7035MiB,30004msec,5145,7111,9503,23725
rbd,ssd,none,43648,69252,61797.97,5191.96,59,174592,277000,100.00,247191.73,20767.66,59,2437,35061,7768.41,1440.62,448,4ki,100000,randread,read,61.8k,241MiB/s,253MB/s,7238MiB,30003msec,5997,7504,9241,29230
rbd,ssd,none,44330,67750,59046.02,4629.38,59,177320,271000,100.00,236183.93,18517.42,59,982,45975,8655.07,1685.12,512,4ki,100000,randread,read,59.0k,231MiB/s,242MB/s,6918MiB,30002msec,6718,8160,10552,32113
rbd,ssd,none,44330,67750,59046.02,4629.38,59,177320,271000,100.00,236183.93,18517.42,59,661,10622,1304.40,248.09,1,4ki,100000,read,read,744,2977KiB/s,3048kB/s,87.2MiB,30001msec,848,1254,1614,10159
rbd,ssd,none,44330,67750,59046.02,4629.38,59,11760,39160,100.00,15985.49,5462.05,59,425,9919,4000.07,1601.88,16,4ki,100000,read,read,3982,15.6MiB/s,16.3MB/s,467MiB,30005msec,938,4686,5407,9110
rbd,ssd,none,44330,67750,59046.02,4629.38,59,12176,46344,100.00,19002.58,6761.04,59,448,20996,6750.87,3544.10,32,4ki,100000,read,read,4728,18.5MiB/s,19.4MB/s,554MiB,30011msec,1156,8717,10421,20579
rbd,ssd,none,44330,67750,59046.02,4629.38,59,12280,37568,100.00,19161.60,5454.64,60,396,37765,13346.64,7362.60,64,4ki,100000,read,read,4789,18.7MiB/s,19.6MB/s,562MiB,30020msec,1172,18482,20841,34341
rbd,ssd,none,44330,67750,59046.02,4629.38,59,12664,41920,100.00,19563.07,6160.22,60,858,69711,21315.52,12237.95,80,4ki,100000,read,read,4885,19.1MiB/s,20.0MB/s,574MiB,30052msec,2024,25035,36439,69731
rbd,ssd,none,44330,67750,59046.02,4629.38,59,12488,39424,100.00,19618.13,5555.44,60,947,64173,22910.01,13002.64,96,4ki,100000,read,read,4901,19.1MiB/s,20.1MB/s,575MiB,30040msec,2008,29492,37487,64226
rbd,ssd,none,44330,67750,59046.02,4629.38,59,13088,38032,100.00,19912.40,5432.62,60,611,69302,24182.92,13781.45,112,4ki,100000,read,read,4975,19.4MiB/s,20.4MB/s,584MiB,30038msec,1663,29754,39060,69731
rbd,ssd,none,44330,67750,59046.02,4629.38,59,12792,35648,100.00,19865.07,5319.39,60,443,75099,25585.37,15060.19,128,4ki,100000,read,read,4964,19.4MiB/s,20.3MB/s,582MiB,30038msec,1156,34341,41157,70779
rbd,ssd,none,44330,67750,59046.02,4629.38,59,11520,36096,99.97,19532.80,5704.18,60,443,75099,25585.37,15060.19,160,4ki,100000,read,read,4884,19.1MiB/s,20.0MB/s,573MiB,30045msec,6,48,74,126
rbd,ssd,none,44330,67750,59046.02,4629.38,59,13312,44544,99.97,19549.32,5759.62,60,1701,115210,45713.31,25095.27,192,4ki,100000,read,read,4888,19.1MiB/s,20.0MB/s,574MiB,30042msec,7,52,77,115
rbd,ssd,none,44330,67750,59046.02,4629.38,59,12800,37120,99.98,20224.00,5588.64,60,1701,115210,45713.31,25095.27,224,4ki,100000,read,read,5056,19.8MiB/s,20.7MB/s,593MiB,30041msec,8,54,78,120
rbd,ssd,none,44330,67750,59046.02,4629.38,59,12888,39792,99.95,19826.40,5500.21,60,1701,115210,45713.31,25095.27,256,4ki,100000,read,read,4958,19.4MiB/s,20.3MB/s,582MiB,30038msec,10,59,81,111
rbd,ssd,none,44330,67750,59046.02,4629.38,59,12288,43008,99.85,19840.00,5811.48,60,1701,115210,45713.31,25095.27,320,4ki,100000,read,read,4967,19.4MiB/s,20.3MB/s,583MiB,30039msec,16,90,138,334
rbd,ssd,none,44330,67750,59046.02,4629.38,59,13312,32768,99.79,20155.73,5350.81,60,1701,115210,45713.31,25095.27,384,4ki,100000,read,read,5049,19.7MiB/s,20.7MB/s,592MiB,30031msec,20,93,144,190
rbd,ssd,none,44330,67750,59046.02,4629.38,59,12288,37376,99.81,19831.47,5258.59,60,1701,115210,45713.31,25095.27,448,4ki,100000,read,read,4967,19.4MiB/s,20.3MB/s,583MiB,30038msec,22,106,150,184
rbd,ssd,none,44330,67750,59046.02,4629.38,59,12064,44200,99.78,20126.00,6006.30,60,1701,115210,45713.31,25095.27,512,4ki,100000,read,read,5042,19.7MiB/s,20.7MB/s,592MiB,30038msec,27,111,157,199
rbd,ssd,none,46970,68182,56344.10,4630.68,59,187880,272728,100.00,225376.41,18522.60,59,1146,42958,4540.30,1205.38,256,4ki,100000,randread,read,56.2k,219MiB/s,230MB/s,6582MiB,30003msec,3130,4228,5932,25035
rbd,ssd,none,38334,56272,49711.32,3364.71,59,306672,450160,100.00,397690.31,26917.14,59,2050,29826,5134.45,1583.50,256,8ki,100000,randread,read,49.7k,388MiB/s,407MB/s,11.4GiB,30004msec,3392,4686,7046,24249
rbd,ssd,none,33416,48338,40784.34,2893.21,59,534656,773408,100.00,652549.42,46291.30,59,2409,44960,6263.22,2120.32,256,16ki,100000,randread,read,40.7k,636MiB/s,667MB/s,18.6GiB,30008msec,3949,5604,8979,28705
rbd,ssd,none,23928,30494,27816.54,1282.50,59,765696,975808,100.00,890130.44,41037.98,59,2936,42197,9177.83,2300.53,256,32ki,100000,randread,read,27.8k,868MiB/s,910MB/s,25.4GiB,30005msec,5800,8848,11863,28443
